"Tag","Value","Tag_Description"
"water:type","fresh","Spring/Well Characteristic Category/Water Type"
"water:type","mineral","Spring/Well Characteristic Category/Water Type"
"water:type","not_applicable","Spring/Well Characteristic Category/Water Type"
"water:type","other","Spring/Well Characteristic Category/Water Type"
"water:type","potable","Spring/Well Characteristic Category/Water Type"
"water:type","saline","Spring/Well Characteristic Category/Water Type"
"water:type","salt","Spring/Well Characteristic Category/Water Type"
"water:type","salty","Spring/Well Characteristic Category/Water Type"
"water:type","seawater","Water Resource Information : Water Type"
"water","lake","Inland Water Type"
"water","landlocked_sea","Inland Water Type"
"water","other","Inland Water Type"
"water","pond","Inland Water Type"
"water","reservoir","Inland Water Type"
"water","undifferentiated_water_body","Inland Water Type"
"water","wastewater","Feature Code BH040"
"water","water-hole","Inland Water Type"
"water_level","Text or number value","Static Water Level"
"water_well:type","artesian","Well Feature Type/Well Type"
"water_well:type","drilled","Well Feature Type/Well Type"
"water_well:type","dug","Well Feature Type/Well Type"
"water_well:type","other","Well Feature Type/Well Type"
"water_well:type","walled-in","Well Feature Type/Well Type"
"waterway:bank1:above_water:slope","Text or number value","Waterbody Bank (1) : Above Water Bank Slope (first bank)"
"waterway:bank1:cover:closure","closed_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","greater_than_or_equal_semi_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","greater_than_or_equal_to_less_than_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","greater_than_semi_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","greater_than_to_less_than_or_equal_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","less_than_or_equal_semi_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","less_than_semi_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:closure","open_interval","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (interval closure)"
"waterway:bank1:cover:lower","Text or number value","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (lower value)"
"waterway:bank1:cover:upper","Text or number value","Waterbody Bank (1) : Waterbody Bank Vegetation Cover (first bank) (upper value)"
"waterway:bank1:height:closure","closed_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","greater_than_or_equal_semi_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","greater_than_or_equal_to_less_than_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","greater_than_semi_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","greater_than_to_less_than_or_equal_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","less_than_or_equal_semi_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","less_than_semi_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:closure","open_interval","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (interval closure)"
"waterway:bank1:height:lower","Text or number value","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (lower value)"
"waterway:bank1:height:upper","Text or number value","Waterbody Bank (1) : Predominant Waterbody Bank Height (first bank) (upper value)"
"waterway:bank1:height","Text or number value","Waterbody Bank (1) : Waterbody Bank Height (first bank)"
"waterway:bank1:orientation","indeterminate","Waterbody Bank (1) : Bank Orientation (first bank)"
"waterway:bank1:orientation","left","Waterbody Bank (1) : Bank Orientation (first bank)"
"waterway:bank1:orientation","no_flow","Waterbody Bank (1) : Bank Orientation (first bank)"
"waterway:bank1:orientation","other","Waterbody Bank (1) : Bank Orientation (first bank)"
"waterway:bank1:orientation","right","Waterbody Bank (1) : Bank Orientation (first bank)"
"waterway:bank1:shoreline_delineated","no","Waterbody Bank (1) : Shoreline Delineated (first bank)"
"waterway:bank1:shoreline_delineated","yes","Waterbody Bank (1) : Shoreline Delineated (first bank)"
"waterway:bank1:slope:closure","closed_interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","greater-than-or-equal_to_less-than_interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","greater-than_or_equal_semi-interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","greater-than_semi-interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","greater-than_to_less-than-or-equal_interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","less-than_or_equal_semi-interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","less-than_semi-interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:closure","open_interval","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (interval closure)"
"waterway:bank1:slope:lower","Text or number value","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (lower value)"
"waterway:bank1:slope:upper","Text or number value","Waterbody Bank (1) : Predominant Waterbody Bank Slope (first bank) (upper value)"
"waterway:bank1:type","erosion_rubble","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","ice","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","mangrove","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","marshy","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","mud","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","other","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","rubble","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","sandy","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","shingly","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank1:type","stony","Waterbody Bank (1) : Shoreline Type (first bank)"
"waterway:bank2:above_water:slope","Text or number value","Waterbody Bank (2) : Above Water Bank Slope (second bank)"
"waterway:bank2:cover:closure","closed_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","greater_than_or_equal_semi_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","greater_than_or_equal_to_less_than_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","greater_than_semi_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","greater_than_to_less_than_or_equal_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","less_than_or_equal_semi_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","less_than_semi_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:closure","open_interval","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (interval closure)"
"waterway:bank2:cover:lower","Text or number value","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (lower value)"
"waterway:bank2:cover:upper","Text or number value","Waterbody Bank (2) : Waterbody Bank Vegetation Cover (second bank) (upper value)"
"waterway:bank2:height:closure","closed_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","greater_than_or_equal_semi_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","greater_than_or_equal_to_less_than_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","greater_than_semi_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","greater_than_to_less_than_or_equal_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","less_than_or_equal_semi_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","less_than_semi_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:closure","open_interval","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (interval closure)"
"waterway:bank2:height:lower","Text or number value","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (lower value)"
"waterway:bank2:height:upper","Text or number value","Waterbody Bank (2) : Predominant Waterbody Bank Height (second bank) (upper value)"
